,config_key,model_config,trial,trace_url,session_url,session_elapsed_time,is_valid,is_best_valid_trial,nested_architecture,training_ne,qps,score,actual_answers
0,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_1,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[2048, 2048], [512, 512], [1024, 1024], [1024], [1024]]",0.5087067838933444,7605.009429398597,0.010614289403571777,
1,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_2,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [1024, 1024], [1024, 1024], [1024], [1024]]",0.5085909424752365,11315.94175752974,0.010839589807262195,
2,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_3,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [2048, 2048], [1024], [1024]]",0.49593524778214165,10582.830519613995,0.03545369735107732,
3,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_4,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [2048, 2048], [1024]]",0.49267858662968206,10845.93603954484,0.04178758970422817,
4,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_5,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [1024], [2048, 2048]]",0.4922222181728274,12390.501025131176,0.04267518240846386,
5,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_6,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [2048, 2048], [2048, 2048], [1024]]",0.4923942856338963,8318.198815170355,0.042340527765297405,
6,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_7,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [2048, 2048], [2048, 2048], [2048, 2048]]",0.49137648627806474,7573.605602710597,0.0443200495070895,
7,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_8,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [3072, 3072], [1024], [1024]]",0.49262542289271066,7946.463459478944,0.041890988053428155,
8,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_9,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [3072, 3072], [1024]]",0.49223124257914336,8660.202297659616,0.04265763080715184,
9,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_10,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [2048, 2048, 2048], [1024]]",0.4924813976049136,9687.861150768364,0.04217110336980031,
10,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_11,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,False,False,"[[1536, 1536], [1024, 1024], [2048, 2048], [2048, 2048], [1536, 1536]]",0.49165969041705976,5643.490815575432,0.04376924472686038,
11,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_12,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [1024, 1024], [2048, 2048], [2048, 2048], [1536, 1536]]",0.49169850819243494,6803.468426442045,0.04369374789157266,
12,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_13,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [2048, 2048], [3584, 3584], [1024]]",0.4916481280892749,6123.888642667419,0.043791732341049515,
13,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_14,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,False,False,"[[1024, 1024], [512, 512], [2048, 2048], [4096, 4096], [1024]]",0.49137202710706407,5557.112268057406,0.044328722165306096,
14,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_15,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,False,False,"[[1024, 1024], [512, 512], [3072, 3072], [2048, 2048], [2048, 2048]]",0.4910520487631088,5981.507548394132,0.04495104923314407,
15,CONFIG_3,CONFIG_3_confucius_claude-4-5-sonnet_,trial_16,https://fburl.com/confucius/kz5ou0p7,https://fburl.com/confucius/ekxg731t,311.5204313909635,True,False,"[[1024, 1024], [512, 512], [2816, 2816], [2048, 2048], [2048, 2048]]",0.49113740731169553,6341.671654262939,0.044785035075435006,
