,config_key,model_config,trial,trace_url,session_url,session_elapsed_time,is_valid,is_best_valid_trial,nested_architecture,training_ne,qps,score,actual_answers
0,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_1,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048], [1024, 1024], [2048, 2048], [2048], [2048]]",0.4915556776276092,5100.932465307286,0.002564376795270627,
1,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_2,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[1536, 1536], [768, 768], [1536, 1536], [1536], [1536]]",0.49223829352859294,8124.403172725226,0.0011792531000399688,
2,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_3,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[1792, 1792], [768, 768], [1792, 1792], [1536], [1536]]",0.4920815802229042,7255.932504778046,0.0014972464441073453,
3,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_4,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[1920, 1920], [768, 768], [1920, 1920], [1792], [1792]]",0.49187452416308586,6219.261167680794,0.0019173923186499558,
4,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_5,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[1536, 1536, 1536], [768, 768], [1536, 1536, 1536], [1536], [1536]]",0.49200310048634377,7035.551263420776,0.0016564928703166899,
5,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_6,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[1792, 1792, 1792], [768, 768], [1792, 1792, 1792], [1792], [1792]]",0.4916729144328272,5598.469269455227,0.0023264868243125375,
6,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_7,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [1024]]",0.4922566189458774,8594.793388135653,0.001142068250303639,
7,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_8,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048], [512, 512], [1536, 1536, 1536], [1024], [1024]]",0.49207324755772436,7475.360434949503,0.001514154594017724,
8,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_9,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048], [512, 512], [1792, 1792, 1792], [1024], [1024]]",0.49199378020550877,7041.070793240016,0.0016754050313316324,
9,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_10,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048, 2048], [512, 512], [1792, 1792, 1792], [1536], [1536]]",0.491758796784981,5953.96058197575,0.0021522194496454666,
10,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_11,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048], [512, 512], [1728, 1728, 1728], [1536], [1536]]",0.49177987005014956,6040.661619959601,0.0021094588299781637,
11,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_12,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048, 2048], [512, 512], [1728, 1728, 1728], [1536, 1536], [1536, 1536]]",0.49158681952775923,5122.836189978797,0.002501185498744806,
12,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_13,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048, 2048], [768, 768], [1728, 1728, 1728], [1536], [1536]]",0.4916895006128505,5730.764836353727,0.0022928311316593977,
13,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_14,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048, 2048], [512, 512], [1536, 1536], [1280], [1280]]",0.49174127225042336,6153.358682643325,0.0021877791956589005,
14,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_15,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048, 2048, 2048, 2048], [512, 512], [1536, 1536], [1280], [1280]]",0.4914716439383937,5381.172042431527,0.002734892972761216,
15,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_16,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,False,,"[[2048, 2048, 2048, 2048], [512, 512], [1664, 1664, 1664], [1280], [1280]]",0.4916502729692406,5775.437956548459,0.002372429539188226,
16,CONFIG_0,CONFIG_0_confucius_claude-4-5-sonnet_,trial_17,https://fburl.com/confucius/f0ag94mf,https://fburl.com/confucius/xl7pc3mf,298.9944868689636,True,,"[[2048, 2048, 2048], [896, 896], [1664, 1664], [1408], [1408]]",0.4917790635007275,6146.801640345959,0.002111095432222987,
