,config_key,model_config,trial,trace_url,session_url,session_elapsed_time,is_valid,is_best_valid_trial,nested_architecture,training_ne,qps,score,actual_answers
0,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_1,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[1024, 1024, 1024], [1024, 1024], [1024, 1024], [1024], [1024]]",0.501695,11377.89,0.016913,
1,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_2,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[1536, 1536, 1536], [1024, 1024], [1024, 1024], [1024], [1024]]",0.498986,8768.64,0.022221,
2,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_3,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[2048, 2048, 2048], [1024, 1024], [1024, 1024], [1024], [1024]]",0.49579,6797.55,0.028483,
3,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_4,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,False,False,"[[2048, 2048, 2048, 2048], [1024, 1024], [1024, 1024], [1024], [1024]]",0.492877,5699.91,0.034192,
4,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_5,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,False,False,"[[2048, 2048, 2048], [1536, 1536, 1536], [1024, 1024], [1024], [1024]]",0.492699,5211.14,0.03454,
5,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_6,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[2048, 2048, 2048], [1024, 1024, 1024], [1024, 1024], [1024], [1024]]",0.492859,6453.58,0.034227,
6,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_7,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,False,False,"[[2048, 2048, 2048], [1024, 1024, 1024], [1536, 1536, 1536], [1024], [1024]]",0.49221,5844.68,0.035498,
7,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_8,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[2048, 2048, 2048], [1024, 1024, 1024], [1024, 1024, 1024], [1024], [1024]]",0.492574,6340.78,0.034787,
8,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_9,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,False,False,"[[2048, 2048, 2048], [1024, 1024, 1024], [1024, 1024, 1024], [1536], [1536]]",0.492321,5826.87,0.035282,
9,CONFIG_2,CONFIG_2_confucius_claude-4-5-sonnet_,trial_10,https://fburl.com/confucius/3oi6yvzx,https://fburl.com/confucius/otuizzoj,317.0924311609706,True,False,"[[1792, 1792, 1792], [1024, 1024, 1024], [1024, 1024, 1024], [1536], [1536]]",0.492346,6479.95,0.035232,
