,config_key,model_config,trial,trace_url,session_url,session_elapsed_time,is_valid,is_best_valid_trial,nested_architecture,training_ne,qps,score,actual_answers
0,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_1,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[1536, 1536], [1024, 1024], [1536, 1536], [1536], [1536]]",0.49222485475047356,7209.454950742645,0.0012604143408690431,
1,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_2,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [1024]]",0.4918738898573728,10492.313532189299,0.0019725330576170134,
2,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_3,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[1024, 1024], [2048, 2048, 2048], [1024, 1024], [1024], [1024]]",0.49262743177067836,6397.031927711404,0.00044357300814306684,
3,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_4,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[1024, 1024], [512, 512], [2048, 2048, 2048], [1024], [1024]]",0.4925088691107388,6681.144135592501,0.0006841403438227833,
4,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_5,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [2048, 2048, 2048], [1024]]",0.4926546183597745,6788.999345305123,0.00038841057075841666,
5,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_6,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[1024, 1024], [512, 512], [1024, 1024], [1024], [2048, 2048, 2048]]",0.49158314334532166,9878.144463145707,0.002562466800651971,
6,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_7,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [2048, 2048, 2048]]",0.4906109882292959,7873.573098645858,0.004534999858268872,
7,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_8,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,True,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [3072, 3072, 3072]]",0.48966187865812627,6098.0549325113525,0.006460772786447373,
8,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_9,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [4096, 4096, 4096, 4096]]",0.4871867230037658,3864.6617234962173,0.01148294082371763,
9,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_10,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[3072, 3072, 3072], [512, 512], [1024, 1024], [1024], [3072, 3072, 3072]]",0.4887160238840547,5043.982186098165,0.00837994162977776,
10,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_11,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[2560, 2560, 2560], [512, 512], [1024, 1024], [1024], [3072, 3072, 3072]]",0.48922155214574575,5565.060795832182,0.0073542090164252045,
11,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_12,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[2048, 2048, 2048], [1024, 1024], [1024, 1024], [1024], [3072, 3072, 3072]]",0.48958593279359874,5437.138591902315,0.006614869314769166,
12,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_13,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[2048, 2048, 2048], [512, 512], [2048, 2048, 2048], [1024], [3072, 3072, 3072]]",0.4893260939947617,4117.171132065595,0.00714209034350054,
13,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_14,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,True,False,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [3456, 3456]]",0.49020378980947543,6777.104426589062,0.005361218154983483,
14,CONFIG_4,CONFIG_4_confucius_claude-4-5-sonnet_,trial_15,https://fburl.com/confucius/1jikbdcp,https://fburl.com/confucius/nh0gadby,397.0897887520259,False,False,"[[2048, 2048, 2048], [512, 512], [1024, 1024], [1024], [3200, 3200, 3200]]",0.48952493267100405,5903.387365185429,0.0067386404664641795,
